cust_no	gen_cd	age	mclf_nm	menu_nm	sale_qty	t_5to8	t_8to11	t_11to14	t_14to17	t_17to20	t_20to22	t_22t
1000000164580	M	10	에스프레소 베리에이션	아메리카노	12.0	0.0	0.0	28.0	8.0	9.0	5.0	1.0
1000000164580	M	10	에스프레소 베리에이션	에스프레소콘파나	1.0	0.0	0.0	28.0	8.0	9.0	5.0	1.0
1000000164580	M	10	에스프레소 베리에이션	카페라떼	2.0	0.0	0.0	28.0	8.0	9.0	5.0	1.0
1000000164580	M	10	에스프레소 베리에이션	카페모카	5.0	0.0	0.0	28.0	8.0	9.0	5.0	1.0
1000000164580	M	10	에스프레소 베리에이션	콜드브루라떼	1.0	0.0	0.0	28.0	8.0	9.0	5.0	1.0
1000000164580	M	10	음료	로얄밀크티쉐이크	2.0	0.0	0.0	28.0	8.0	9.0	5.0	1.0
1000000164580	M	10	음료	바닐라밀크쉐이크	4.0	0.0	0.0	28.0	8.0	9.0	5.0	1.0
1000000164580	M	10	음료	블루베리요거트드링크	1.0	0.0	0.0	28.0	8.0	9.0	5.0	1.0
1000000164580	M	10	음료	샤인머스캣청포도에이드	4.0	0.0	0.0	28.0	8.0	9.0	5.0	1.0
1000000164580	M	10	음료	수박주스	2.0	0.0	0.0	28.0	8.0	9.0	5.0	1.0
1000000164580	M	10	음료	스트로베리라떼	1.0	0.0	0.0	28.0	8.0	9.0	5.0	1.0
1000000164580	M	10	음료	스트로베리초콜릿프라페	2.0	0.0	0.0	28.0	8.0	9.0	5.0	1.0
1000000164580	M	10	음료	스트로베리피치프라페	3.0	0.0	0.0	28.0	8.0	9.0	5.0	1.0
1000000164580	M	10	음료	오렌지에이드	1.0	0.0	0.0	28.0	8.0	9.0	5.0	1.0
1000000164580	M	10	음료	초콜릿라떼	1.0	0.0	0.0	28.0	8.0	9.0	5.0	1.0
1000000164580	M	10	음료	치즈크럼블딸기쉐이크	1.0	0.0	0.0	28.0	8.0	9.0	5.0	1.0
1000000164580	M	10	음료	타트체리초콜릿라떼	1.0	0.0	0.0	28.0	8.0	9.0	5.0	1.0
1000000164580	M	10	음료	타트체리프라페	1.0	0.0	0.0	28.0	8.0	9.0	5.0	1.0
1000000164580	M	10	티 베리에이션	아이스버블밀크티	1.0	0.0	0.0	28.0	8.0	9.0	5.0	1.0
1000000164580	M	10	티 베리에이션	유자레몬티	1.0	0.0	0.0	28.0	8.0	9.0	5.0	1.0
1000000246171	F	30	에스프레소 베리에이션	바닐라카페라떼	1.0	0.0	3.0	83.0	12.0	6.0	0.0	1.0
1000000246171	F	30	에스프레소 베리에이션	아메리카노	61.0	0.0	3.0	83.0	12.0	6.0	0.0	1.0
1000000246171	F	30	에스프레소 베리에이션	카페라떼	17.0	0.0	3.0	83.0	12.0	6.0	0.0	1.0
1000000246171	F	30	음료	로얄밀크티쉐이크	3.0	0.0	3.0	83.0	12.0	6.0	0.0	1.0
1000000246171	F	30	음료	복숭아에이드	1.0	0.0	3.0	83.0	12.0	6.0	0.0	1.0
1000000246171	F	30	음료	생딸기가득주스	1.0	0.0	3.0	83.0	12.0	6.0	0.0	1.0
1000000246171	F	30	음료	쑥라떼	1.0	0.0	3.0	83.0	12.0	6.0	0.0	1.0
1000000246171	F	30	음료	오렌지자몽주스	1.0	0.0	3.0	83.0	12.0	6.0	0.0	1.0
1000000246171	F	30	음료	초콜릿라떼	1.0	0.0	3.0	83.0	12.0	6.0	0.0	1.0
1000000246171	F	30	티 베리에이션	그린티라떼	1.0	0.0	3.0	83.0	12.0	6.0	0.0	1.0
1000000246171	F	30	티 베리에이션	로얄밀크티	6.0	0.0	3.0	83.0	12.0	6.0	0.0	1.0
1000000246171	F	30	티 베리에이션	시그니처뱅쇼	6.0	0.0	3.0	83.0	12.0	6.0	0.0	1.0
1000000246171	F	30	티 베리에이션	애플민트티	3.0	0.0	3.0	83.0	12.0	6.0	0.0	1.0
1000000246171	F	30	티 베리에이션	유자레몬티	1.0	0.0	3.0	83.0	12.0	6.0	0.0	1.0
1000000246171	F	30	티 베리에이션	크림카라멜	1.0	0.0	3.0	83.0	12.0	6.0	0.0	1.0
9990004982265	F	50	에스프레소 베리에이션	아메리카노	12.0	0.0	6.0	20.0	12.0	13.0	48.0	0.0
9990004982265	F	50	에스프레소 베리에이션	카라멜마끼아또	2.0	0.0	6.0	20.0	12.0	13.0	48.0	0.0
9990004982265	F	50	에스프레소 베리에이션	카페라떼	3.0	0.0	6.0	20.0	12.0	13.0	48.0	0.0
9990004982265	F	50	에스프레소 베리에이션	카푸치노	79.0	0.0	6.0	20.0	12.0	13.0	48.0	0.0
9990004982265	F	50	에스프레소 베리에이션	콜드브루	1.0	0.0	6.0	20.0	12.0	13.0	48.0	0.0
9990004982265	F	50	에스프레소 베리에이션	흑임자카페라떼	1.0	0.0	6.0	20.0	12.0	13.0	48.0	0.0
9990004982265	F	50	티 베리에이션	카모마일	1.0	0.0	6.0	20.0	12.0	13.0	48.0	0.0
1000000812409	F	40	에스프레소 베리에이션	바닐라카페라떼	4.0	0.0	19.0	3.0	1.0	3.0	6.0	0.0
1000000812409	F	40	에스프레소 베리에이션	아메리카노	3.0	0.0	19.0	3.0	1.0	3.0	6.0	0.0
1000000812409	F	40	에스프레소 베리에이션	카페라떼	5.0	0.0	19.0	3.0	1.0	3.0	6.0	0.0
1000000812409	F	40	음료	고구마라떼	2.0	0.0	19.0	3.0	1.0	3.0	6.0	0.0
1000000812409	F	40	음료	로얄밀크티쉐이크	5.0	0.0	19.0	3.0	1.0	3.0	6.0	0.0
1000000812409	F	40	음료	오렌지에이드	1.0	0.0	19.0	3.0	1.0	3.0	6.0	0.0
1000000812409	F	40	음료	키위바나나주스	1.0	0.0	19.0	3.0	1.0	3.0	6.0	0.0
1000000812409	F	40	티 베리에이션	그나와민트티	1.0	0.0	19.0	3.0	1.0	3.0	6.0	0.0
1000000812409	F	40	티 베리에이션	애플민트티	1.0	0.0	19.0	3.0	1.0	3.0	6.0	0.0
1000000812409	F	40	티 베리에이션	오렌지자몽티	1.0	0.0	19.0	3.0	1.0	3.0	6.0	0.0
1000000812409	F	40	티 베리에이션	유자레몬티	2.0	0.0	19.0	3.0	1.0	3.0	6.0	0.0
1000000812409	F	40	티 베리에이션	잉글리쉬브렉퍼스트	1.0	0.0	19.0	3.0	1.0	3.0	6.0	0.0
1000000812409	F	40	티 베리에이션	제주유기농녹차	2.0	0.0	19.0	3.0	1.0	3.0	6.0	0.0
1000000812409	F	40	티 베리에이션	카모마일	2.0	0.0	19.0	3.0	1.0	3.0	6.0	0.0
1000000812409	F	40	티 베리에이션	크림카라멜	1.0	0.0	19.0	3.0	1.0	3.0	6.0	0.0
1000000758431	F	20	에스프레소 베리에이션	아메리카노	46.0	0.0	9.0	34.0	9.0	7.0	1.0	0.0
1000000758431	F	20	에스프레소 베리에이션	카페라떼	4.0	0.0	9.0	34.0	9.0	7.0	1.0	0.0
1000000758431	F	20	에스프레소 베리에이션	콜드브루	5.0	0.0	9.0	34.0	9.0	7.0	1.0	0.0
1000000758431	F	20	음료	데일리오트바나나프라페	1.0	0.0	9.0	34.0	9.0	7.0	1.0	0.0
1000000758431	F	20	음료	스트로베리피치프라페	1.0	0.0	9.0	34.0	9.0	7.0	1.0	0.0
1000000758431	F	20	티 베리에이션	아이스버블밀크티	1.0	0.0	9.0	34.0	9.0	7.0	1.0	0.0
1000000758431	F	20	티 베리에이션	카모마일	1.0	0.0	9.0	34.0	9.0	7.0	1.0	0.0
1000000758431	F	20	티 베리에이션	프렌치얼그레이	1.0	0.0	9.0	34.0	9.0	7.0	1.0	0.0
9990001289770	M	30	에스프레소 베리에이션	아메리카노	212.0	0.0	213.0	3.0	1.0	8.0	0.0	0.0
9990001289770	M	30	에스프레소 베리에이션	아이스크림카페라떼	1.0	0.0	213.0	3.0	1.0	8.0	0.0	0.0
9990001289770	M	30	음료	민트초코프라페	1.0	0.0	213.0	3.0	1.0	8.0	0.0	0.0
9990001289770	M	30	음료	오렌지에이드	1.0	0.0	213.0	3.0	1.0	8.0	0.0	0.0
9990001289770	M	30	티 베리에이션	1837블랙티	1.0	0.0	213.0	3.0	1.0	8.0	0.0	0.0
9990001289770	M	30	티 베리에이션	시그니처뱅쇼	2.0	0.0	213.0	3.0	1.0	8.0	0.0	0.0
9990001289770	M	30	티 베리에이션	제주유기농녹차	2.0	0.0	213.0	3.0	1.0	8.0	0.0	0.0
9990001289770	M	30	티 베리에이션	카모마일	2.0	0.0	213.0	3.0	1.0	8.0	0.0	0.0
9990001289770	M	30	티 베리에이션	프렌치얼그레이	3.0	0.0	213.0	3.0	1.0	8.0	0.0	0.0
9990004510730	F	30	에스프레소 베리에이션	스페니쉬연유카페라떼	1.0	0.0	3.0	7.0	0.0	0.0	1.0	0.0
9990004510730	F	30	에스프레소 베리에이션	아메리카노	9.0	0.0	3.0	7.0	0.0	0.0	1.0	0.0
9990004510730	F	30	음료	데일리오트바나나프라페	1.0	0.0	3.0	7.0	0.0	0.0	1.0	0.0
9990018589234	F	40	에스프레소 베리에이션	바닐라카페라떼	1.0	0.0	0.0	4.0	26.0	5.0	0.0	0.0
9990018589234	F	40	에스프레소 베리에이션	스페니쉬연유카페라떼	1.0	0.0	0.0	4.0	26.0	5.0	0.0	0.0
9990018589234	F	40	에스프레소 베리에이션	아메리카노	22.0	0.0	0.0	4.0	26.0	5.0	0.0	0.0
9990018589234	F	40	에스프레소 베리에이션	카라멜마끼아또	3.0	0.0	0.0	4.0	26.0	5.0	0.0	0.0
9990018589234	F	40	에스프레소 베리에이션	콜드브루	2.0	0.0	0.0	4.0	26.0	5.0	0.0	0.0
9990018589234	F	40	음료	고구마라떼	1.0	0.0	0.0	4.0	26.0	5.0	0.0	0.0
9990018589234	F	40	음료	모카칩커피프라페	0.0	0.0	0.0	4.0	26.0	5.0	0.0	0.0
9990018589234	F	40	음료	블루베리요거트드링크	1.0	0.0	0.0	4.0	26.0	5.0	0.0	0.0
9990018589234	F	40	음료	샤인머스캣청포도에이드	1.0	0.0	0.0	4.0	26.0	5.0	0.0	0.0
9990018589234	F	40	음료	키위바나나주스	1.0	0.0	0.0	4.0	26.0	5.0	0.0	0.0
9990018589234	F	40	티 베리에이션	애플민트티	1.0	0.0	0.0	4.0	26.0	5.0	0.0	0.0
9990018589234	F	40	티 베리에이션	오렌지자몽티	1.0	0.0	0.0	4.0	26.0	5.0	0.0	0.0
1000000189198	M	30	에스프레소 베리에이션	바닐라카페라떼	2.0	0.0	13.0	31.0	86.0	4.0	1.0	0.0
1000000189198	M	30	에스프레소 베리에이션	스페니쉬연유카페라떼	2.0	0.0	13.0	31.0	86.0	4.0	1.0	0.0
1000000189198	M	30	에스프레소 베리에이션	아메리카노	47.0	0.0	13.0	31.0	86.0	4.0	1.0	0.0
1000000189198	M	30	에스프레소 베리에이션	카페라떼	15.0	0.0	13.0	31.0	86.0	4.0	1.0	0.0
1000000189198	M	30	에스프레소 베리에이션	콜드브루	1.0	0.0	13.0	31.0	86.0	4.0	1.0	0.0
1000000189198	M	30	에스프레소 베리에이션	콜드브루라떼	1.0	0.0	13.0	31.0	86.0	4.0	1.0	0.0
