cust_no	gen_cd	age	mclf_nm	menu_nm	sale_qty	t_5to8	t_8to11	t_11to14	t_14to17	t_17to20	t_20to22	t_22t
9990028655239	M	30	음료	자몽에이드	19.0	0.0	104.0	128.0	227.0	214.0	95.0	41.0
9990028655239	M	30	음료	제주말차프라페	21.0	0.0	104.0	128.0	227.0	214.0	95.0	41.0
9990028655239	M	30	음료	초콜릿라떼	1.0	0.0	104.0	128.0	227.0	214.0	95.0	41.0
9990028655239	M	30	음료	카라멜팝커피프라페	1.0	0.0	104.0	128.0	227.0	214.0	95.0	41.0
9990028655239	M	30	음료	키위바나나주스	2.0	0.0	104.0	128.0	227.0	214.0	95.0	41.0
9990028655239	M	30	음료	타트체리프라페	1.0	0.0	104.0	128.0	227.0	214.0	95.0	41.0
9990028655239	M	30	음료	플레인요거트드링크	1.0	0.0	104.0	128.0	227.0	214.0	95.0	41.0
9990028655239	M	30	티 베리에이션	그나와민트티	1.0	0.0	104.0	128.0	227.0	214.0	95.0	41.0
9990028655239	M	30	티 베리에이션	그린티라떼	5.0	0.0	104.0	128.0	227.0	214.0	95.0	41.0
9990028655239	M	30	티 베리에이션	아이스버블밀크티	1.0	0.0	104.0	128.0	227.0	214.0	95.0	41.0
9990028655239	M	30	티 베리에이션	오렌지자몽티	1.0	0.0	104.0	128.0	227.0	214.0	95.0	41.0
9990028655239	M	30	티 베리에이션	유자레몬티	1.0	0.0	104.0	128.0	227.0	214.0	95.0	41.0
9990028655239	M	30	티 베리에이션	허니레몬티	1.0	0.0	104.0	128.0	227.0	214.0	95.0	41.0
1000000131146	M	40	에스프레소 베리에이션	바닐라카페라떼	4.0	14.0	36.0	23.0	6.0	16.0	8.0	0.0
1000000131146	M	40	에스프레소 베리에이션	스페니쉬연유카페라떼	1.0	14.0	36.0	23.0	6.0	16.0	8.0	0.0
1000000131146	M	40	에스프레소 베리에이션	아메리카노	92.0	14.0	36.0	23.0	6.0	16.0	8.0	0.0
1000000131146	M	40	에스프레소 베리에이션	카라멜마끼아또	3.0	14.0	36.0	23.0	6.0	16.0	8.0	0.0
1000000131146	M	40	에스프레소 베리에이션	콜드브루	1.0	14.0	36.0	23.0	6.0	16.0	8.0	0.0
1000000131146	M	40	음료	바닐라밀크쉐이크	1.0	14.0	36.0	23.0	6.0	16.0	8.0	0.0
1000000131146	M	40	음료	요거트프라페	1.0	14.0	36.0	23.0	6.0	16.0	8.0	0.0
1000000880474	M	30	에스프레소 베리에이션	바닐라카페라떼	21.0	0.0	7.0	25.0	30.0	5.0	8.0	0.0
1000000880474	M	30	에스프레소 베리에이션	아메리카노	46.0	0.0	7.0	25.0	30.0	5.0	8.0	0.0
1000000880474	M	30	음료	레몬셔벗에이드	2.0	0.0	7.0	25.0	30.0	5.0	8.0	0.0
