cust_no	gen_cd	age	mclf_nm	menu_nm	sale_qty	t_5to8	t_8to11	t_11to14	t_14to17	t_17to20	t_20to22	t_22t
9990009925146	F	20	음료	스트로베리초콜릿프라페	2.0	23.0	121.0	43.0	5.0	3.0	2.0	0.0
9990009925146	F	20	음료	오렌지자몽주스	1.0	23.0	121.0	43.0	5.0	3.0	2.0	0.0
9990009925146	F	20	티 베리에이션	그나와민트티	1.0	23.0	121.0	43.0	5.0	3.0	2.0	0.0
9990009925146	F	20	티 베리에이션	로얄밀크티	14.0	23.0	121.0	43.0	5.0	3.0	2.0	0.0
9990009925146	F	20	티 베리에이션	애플민트티	1.0	23.0	121.0	43.0	5.0	3.0	2.0	0.0
9990009925146	F	20	티 베리에이션	유자레몬티	1.0	23.0	121.0	43.0	5.0	3.0	2.0	0.0
9990009925146	F	20	티 베리에이션	제주유기농녹차	1.0	23.0	121.0	43.0	5.0	3.0	2.0	0.0
9990009925146	F	20	티 베리에이션	카모마일	1.0	23.0	121.0	43.0	5.0	3.0	2.0	0.0
9990009925146	F	20	티 베리에이션	크림카라멜	1.0	23.0	121.0	43.0	5.0	3.0	2.0	0.0
1000000834940	M	20	에스프레소 베리에이션	바닐라카페라떼	8.0	0.0	4.0	50.0	44.0	42.0	77.0	11.0
1000000834940	M	20	에스프레소 베리에이션	스페니쉬연유카페라떼	9.0	0.0	4.0	50.0	44.0	42.0	77.0	11.0
1000000834940	M	20	에스프레소 베리에이션	아메리카노	50.0	0.0	4.0	50.0	44.0	42.0	77.0	11.0
1000000834940	M	20	에스프레소 베리에이션	카페라떼	5.0	0.0	4.0	50.0	44.0	42.0	77.0	11.0
1000000834940	M	20	에스프레소 베리에이션	카페모카	4.0	0.0	4.0	50.0	44.0	42.0	77.0	11.0
1000000834940	M	20	에스프레소 베리에이션	콜드브루	108.0	0.0	4.0	50.0	44.0	42.0	77.0	11.0
1000000834940	M	20	음료	고구마라떼	3.0	0.0	4.0	50.0	44.0	42.0	77.0	11.0
