cust_no	gen_cd	age	mclf_nm	menu_nm	sale_qty	t_5to8	t_8to11	t_11to14	t_14to17	t_17to20	t_20to22	t_22t
9990003965002	M	40	티 베리에이션	크림카라멜	4.0	0.0	24.0	97.0	30.0	20.0	8.0	0.0
9990003965002	M	40	티 베리에이션	프렌치얼그레이	1.0	0.0	24.0	97.0	30.0	20.0	8.0	0.0
9990003965002	M	40	티 베리에이션	허니레몬티	2.0	0.0	24.0	97.0	30.0	20.0	8.0	0.0
1000000793668	F	20	에스프레소 베리에이션	아메리카노	22.0	0.0	0.0	2.0	2.0	19.0	7.0	0.0
1000000793668	F	20	음료	고구마라떼	1.0	0.0	0.0	2.0	2.0	19.0	7.0	0.0
1000000793668	F	20	음료	바닐라밀크쉐이크	1.0	0.0	0.0	2.0	2.0	19.0	7.0	0.0
1000000793668	F	20	음료	샤인머스캣청포도에이드	1.0	0.0	0.0	2.0	2.0	19.0	7.0	0.0
1000000793668	F	20	음료	오렌지에이드	1.0	0.0	0.0	2.0	2.0	19.0	7.0	0.0
1000000793668	F	20	음료	자몽에이드	1.0	0.0	0.0	2.0	2.0	19.0	7.0	0.0
1000000793668	F	20	음료	초콜릿라떼	1.0	0.0	0.0	2.0	2.0	19.0	7.0	0.0
1000000793668	F	20	음료	키위바나나주스	1.0	0.0	0.0	2.0	2.0	19.0	7.0	0.0
1000000793668	F	20	티 베리에이션	그나와민트티	1.0	0.0	0.0	2.0	2.0	19.0	7.0	0.0
1000000179891	F	50	에스프레소 베리에이션	아메리카노	4.0	0.0	5.0	22.0	13.0	1.0	0.0	0.0
1000000179891	F	50	에스프레소 베리에이션	카페라떼	27.0	0.0	5.0	22.0	13.0	1.0	0.0	0.0
1000000179891	F	50	에스프레소 베리에이션	콜드브루라떼	1.0	0.0	5.0	22.0	13.0	1.0	0.0	0.0
1000000179891	F	50	음료	레몬셔벗에이드	2.0	0.0	5.0	22.0	13.0	1.0	0.0	0.0
1000000179891	F	50	음료	복숭아에이드	1.0	0.0	5.0	22.0	13.0	1.0	0.0	0.0
1000000179891	F	50	음료	샤인머스캣청포도에이드	2.0	0.0	5.0	22.0	13.0	1.0	0.0	0.0
1000000179891	F	50	음료	스트로베리초콜릿프라페	1.0	0.0	5.0	22.0	13.0	1.0	0.0	0.0
1000000179891	F	50	음료	오렌지에이드	1.0	0.0	5.0	22.0	13.0	1.0	0.0	0.0
1000000179891	F	50	음료	플레인요거트드링크	1.0	0.0	5.0	22.0	13.0	1.0	0.0	0.0
1000000179891	F	50	티 베리에이션	제주유기농녹차	1.0	0.0	5.0	22.0	13.0	1.0	0.0	0.0
1000000217083	F	40	에스프레소 베리에이션	아메리카노	30.0	0.0	5.0	4.0	36.0	6.0	4.0	0.0
1000000217083	F	40	에스프레소 베리에이션	카페라떼	10.0	0.0	5.0	4.0	36.0	6.0	4.0	0.0
1000000217083	F	40	에스프레소 베리에이션	카푸치노	2.0	0.0	5.0	4.0	36.0	6.0	4.0	0.0
1000000217083	F	40	에스프레소 베리에이션	흑임자카페라떼	1.0	0.0	5.0	4.0	36.0	6.0	4.0	0.0
1000000217083	F	40	음료	복숭아에이드	3.0	0.0	5.0	4.0	36.0	6.0	4.0	0.0
1000000217083	F	40	음료	수박주스	1.0	0.0	5.0	4.0	36.0	6.0	4.0	0.0
1000000217083	F	40	음료	스트로베리초콜릿프라페	1.0	0.0	5.0	4.0	36.0	6.0	4.0	0.0
1000000217083	F	40	음료	스트로베리피치프라페	5.0	0.0	5.0	4.0	36.0	6.0	4.0	0.0
1000000217083	F	40	음료	오렌지자몽주스	1.0	0.0	5.0	4.0	36.0	6.0	4.0	0.0
1000000217083	F	40	티 베리에이션	프렌치얼그레이	1.0	0.0	5.0	4.0	36.0	6.0	4.0	0.0
1000000433563	M	50	에스프레소 베리에이션	아메리카노	22.0	0.0	3.0	10.0	6.0	0.0	9.0	0.0
1000000433563	M	50	에스프레소 베리에이션	카페라떼	1.0	0.0	3.0	10.0	6.0	0.0	9.0	0.0
