cust_no	gen_cd	age	mclf_nm	menu_nm	sale_qty	t_5to8	t_8to11	t_11to14	t_14to17	t_17to20	t_20to22	t_22t
9990004490009	F	30	에스프레소 베리에이션	콜드브루	2.0	0.0	1.0	3.0	5.0	5.0	4.0	0.0
9990004490009	F	30	음료	복숭아에이드	1.0	0.0	1.0	3.0	5.0	5.0	4.0	0.0
9990004490009	F	30	음료	스트로베리초콜릿프라페	1.0	0.0	1.0	3.0	5.0	5.0	4.0	0.0
9990004490009	F	30	음료	스트로베리피치프라페	1.0	0.0	1.0	3.0	5.0	5.0	4.0	0.0
1000000150603	F	40	에스프레소 베리에이션	바닐라카페라떼	2.0	0.0	10.0	11.0	0.0	0.0	4.0	0.0
1000000150603	F	40	에스프레소 베리에이션	아메리카노	16.0	0.0	10.0	11.0	0.0	0.0	4.0	0.0
1000000150603	F	40	에스프레소 베리에이션	카페라떼	2.0	0.0	10.0	11.0	0.0	0.0	4.0	0.0
1000000150603	F	40	음료	생딸기가득주스	1.0	0.0	10.0	11.0	0.0	0.0	4.0	0.0
1000000150603	F	40	음료	샤인머스캣청포도에이드	2.0	0.0	10.0	11.0	0.0	0.0	4.0	0.0
1000000150603	F	40	음료	스트로베리피치프라페	2.0	0.0	10.0	11.0	0.0	0.0	4.0	0.0
9990003844619	F	30	에스프레소 베리에이션	아메리카노	34.0	0.0	15.0	42.0	24.0	7.0	5.0	0.0
9990003844619	F	30	에스프레소 베리에이션	카페라떼	33.0	0.0	15.0	42.0	24.0	7.0	5.0	0.0
9990003844619	F	30	음료	상그리아에이드	3.0	0.0	15.0	42.0	24.0	7.0	5.0	0.0
9990003844619	F	30	음료	생딸기가득주스	1.0	0.0	15.0	42.0	24.0	7.0	5.0	0.0
9990003844619	F	30	음료	스트로베리라떼	1.0	0.0	15.0	42.0	24.0	7.0	5.0	0.0
9990003844619	F	30	음료	스트로베리피치프라페	3.0	0.0	15.0	42.0	24.0	7.0	5.0	0.0
9990003844619	F	30	음료	오렌지자몽주스	1.0	0.0	15.0	42.0	24.0	7.0	5.0	0.0
9990003844619	F	30	음료	커피밀크쉐이크	1.0	0.0	15.0	42.0	24.0	7.0	5.0	0.0
9990003844619	F	30	티 베리에이션	로얄밀크티	2.0	0.0	15.0	42.0	24.0	7.0	5.0	0.0
9990003844619	F	30	티 베리에이션	시그니처뱅쇼	3.0	0.0	15.0	42.0	24.0	7.0	5.0	0.0
9990003844619	F	30	티 베리에이션	애플민트티	3.0	0.0	15.0	42.0	24.0	7.0	5.0	0.0
9990003844619	F	30	티 베리에이션	오렌지자몽티	7.0	0.0	15.0	42.0	24.0	7.0	5.0	0.0
9990003844619	F	30	티 베리에이션	허니레몬아이스티	1.0	0.0	15.0	42.0	24.0	7.0	5.0	0.0
9990001526960	F	30	에스프레소 베리에이션	숏카페라떼	6.0	0.0	0.0	29.0	5.0	15.0	1.0	0.0
9990001526960	F	30	에스프레소 베리에이션	아메리카노	18.0	0.0	0.0	29.0	5.0	15.0	1.0	0.0
9990001526960	F	30	에스프레소 베리에이션	아이스크림카페라떼	1.0	0.0	0.0	29.0	5.0	15.0	1.0	0.0
9990001526960	F	30	에스프레소 베리에이션	에스프레소	2.0	0.0	0.0	29.0	5.0	15.0	1.0	0.0
9990001526960	F	30	에스프레소 베리에이션	카페라떼	1.0	0.0	0.0	29.0	5.0	15.0	1.0	0.0
9990001526960	F	30	에스프레소 베리에이션	카페모카	4.0	0.0	0.0	29.0	5.0	15.0	1.0	0.0
9990001526960	F	30	에스프레소 베리에이션	카푸치노	1.0	0.0	0.0	29.0	5.0	15.0	1.0	0.0
9990001526960	F	30	에스프레소 베리에이션	콜드브루	2.0	0.0	0.0	29.0	5.0	15.0	1.0	0.0
9990001526960	F	30	음료	샤인머스캣청포도에이드	1.0	0.0	0.0	29.0	5.0	15.0	1.0	0.0
9990001526960	F	30	음료	스트로베리초콜릿프라페	1.0	0.0	0.0	29.0	5.0	15.0	1.0	0.0
9990001526960	F	30	음료	스트로베리피치프라페	1.0	0.0	0.0	29.0	5.0	15.0	1.0	0.0
9990001526960	F	30	음료	자몽에이드	1.0	0.0	0.0	29.0	5.0	15.0	1.0	0.0
9990001526960	F	30	티 베리에이션	그나와민트티	1.0	0.0	0.0	29.0	5.0	15.0	1.0	0.0
9990001526960	F	30	티 베리에이션	그린티라떼	1.0	0.0	0.0	29.0	5.0	15.0	1.0	0.0
9990001526960	F	30	티 베리에이션	로얄밀크티	2.0	0.0	0.0	29.0	5.0	15.0	1.0	0.0
9990001526960	F	30	티 베리에이션	시그니처뱅쇼	1.0	0.0	0.0	29.0	5.0	15.0	1.0	0.0
9990001526960	F	30	티 베리에이션	애플민트티	2.0	0.0	0.0	29.0	5.0	15.0	1.0	0.0
9990001526960	F	30	티 베리에이션	유자레몬티	2.0	0.0	0.0	29.0	5.0	15.0	1.0	0.0
9990001526960	F	30	티 베리에이션	제주유기농녹차	1.0	0.0	0.0	29.0	5.0	15.0	1.0	0.0
9990001526960	F	30	티 베리에이션	허니레몬티	1.0	0.0	0.0	29.0	5.0	15.0	1.0	0.0
1000000030233	F	40	에스프레소 베리에이션	바닐라카페라떼	164.0	134.0	24.0	13.0	3.0	3.0	2.0	0.0
1000000030233	F	40	에스프레소 베리에이션	스페니쉬연유카페라떼	5.0	134.0	24.0	13.0	3.0	3.0	2.0	0.0
1000000030233	F	40	에스프레소 베리에이션	아메리카노	5.0	134.0	24.0	13.0	3.0	3.0	2.0	0.0
1000000030233	F	40	에스프레소 베리에이션	카라멜치즈크림라떼	1.0	134.0	24.0	13.0	3.0	3.0	2.0	0.0
1000000030233	F	40	에스프레소 베리에이션	카페라떼	3.0	134.0	24.0	13.0	3.0	3.0	2.0	0.0
1000000030233	F	40	티 베리에이션	시그니처뱅쇼	1.0	134.0	24.0	13.0	3.0	3.0	2.0	0.0
1000000005457	F	30	에스프레소 베리에이션	아메리카노	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0
1000000005457	F	30	에스프레소 베리에이션	콜드브루	3.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0
1000000005457	F	30	음료	쑥라떼	2.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0
1000000005457	F	30	티 베리에이션	프렌치얼그레이	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0
9990003427596	F	30	에스프레소 베리에이션	바닐라카페라떼	3.0	0.0	2.0	24.0	52.0	15.0	0.0	0.0
9990003427596	F	30	에스프레소 베리에이션	아메리카노	74.0	0.0	2.0	24.0	52.0	15.0	0.0	0.0
9990003427596	F	30	에스프레소 베리에이션	카라멜마끼아또	1.0	0.0	2.0	24.0	52.0	15.0	0.0	0.0
9990003427596	F	30	에스프레소 베리에이션	카페라떼	6.0	0.0	2.0	24.0	52.0	15.0	0.0	0.0
9990003427596	F	30	에스프레소 베리에이션	카페모카	1.0	0.0	2.0	24.0	52.0	15.0	0.0	0.0
9990003427596	F	30	에스프레소 베리에이션	카푸치노	1.0	0.0	2.0	24.0	52.0	15.0	0.0	0.0
9990003427596	F	30	음료	블루베리요거트드링크	1.0	0.0	2.0	24.0	52.0	15.0	0.0	0.0
9990003427596	F	30	음료	스트로베리라떼	1.0	0.0	2.0	24.0	52.0	15.0	0.0	0.0
9990003427596	F	30	음료	쑥라떼	1.0	0.0	2.0	24.0	52.0	15.0	0.0	0.0
9990003427596	F	30	음료	오렌지자몽주스	2.0	0.0	2.0	24.0	52.0	15.0	0.0	0.0
9990003427596	F	30	음료	자몽에이드	1.0	0.0	2.0	24.0	52.0	15.0	0.0	0.0
9990003427596	F	30	음료	카라멜팝커피프라페	1.0	0.0	2.0	24.0	52.0	15.0	0.0	0.0
1000000319522	F	40	에스프레소 베리에이션	데일리오트코코넛라떼	3.0	0.0	34.0	50.0	15.0	2.0	0.0	0.0
1000000319522	F	40	에스프레소 베리에이션	바닐라카페라떼	3.0	0.0	34.0	50.0	15.0	2.0	0.0	0.0
1000000319522	F	40	에스프레소 베리에이션	스페니쉬연유카페라떼	4.0	0.0	34.0	50.0	15.0	2.0	0.0	0.0
1000000319522	F	40	에스프레소 베리에이션	아메리카노	7.0	0.0	34.0	50.0	15.0	2.0	0.0	0.0
1000000319522	F	40	에스프레소 베리에이션	아이스크림카페라떼	1.0	0.0	34.0	50.0	15.0	2.0	0.0	0.0
1000000319522	F	40	에스프레소 베리에이션	오늘의커피	9.0	0.0	34.0	50.0	15.0	2.0	0.0	0.0
1000000319522	F	40	에스프레소 베리에이션	카라멜마끼아또	1.0	0.0	34.0	50.0	15.0	2.0	0.0	0.0
1000000319522	F	40	에스프레소 베리에이션	카라멜치즈크림라떼	1.0	0.0	34.0	50.0	15.0	2.0	0.0	0.0
1000000319522	F	40	에스프레소 베리에이션	카페라떼	9.0	0.0	34.0	50.0	15.0	2.0	0.0	0.0
1000000319522	F	40	에스프레소 베리에이션	콜드브루	1.0	0.0	34.0	50.0	15.0	2.0	0.0	0.0
1000000319522	F	40	에스프레소 베리에이션	콜드브루라떼	2.0	0.0	34.0	50.0	15.0	2.0	0.0	0.0
1000000319522	F	40	에스프레소 베리에이션	흑임자카페라떼	1.0	0.0	34.0	50.0	15.0	2.0	0.0	0.0
1000000319522	F	40	음료	레몬셔벗에이드	1.0	0.0	34.0	50.0	15.0	2.0	0.0	0.0
1000000319522	F	40	음료	로얄밀크티쉐이크	1.0	0.0	34.0	50.0	15.0	2.0	0.0	0.0
1000000319522	F	40	음료	망고바나나라떼	1.0	0.0	34.0	50.0	15.0	2.0	0.0	0.0
1000000319522	F	40	음료	스트로베리라떼	2.0	0.0	34.0	50.0	15.0	2.0	0.0	0.0
1000000319522	F	40	음료	스트로베리초콜릿프라페	1.0	0.0	34.0	50.0	15.0	2.0	0.0	0.0
1000000319522	F	40	음료	스트로베리피치프라페	3.0	0.0	34.0	50.0	15.0	2.0	0.0	0.0
