cust_no	gen_cd	age	mclf_nm	menu_nm	sale_qty	t_5to8	t_8to11	t_11to14	t_14to17	t_17to20	t_20to22	t_22t
9990002208962	F	40	에스프레소 베리에이션	콜드브루	3.0	0.0	4.0	238.0	6.0	8.0	4.0	1.0
9990002208962	F	40	음료	망고프라페	2.0	0.0	4.0	238.0	6.0	8.0	4.0	1.0
9990002208962	F	40	음료	민트초코프라페	1.0	0.0	4.0	238.0	6.0	8.0	4.0	1.0
9990002208962	F	40	음료	복숭아에이드	2.0	0.0	4.0	238.0	6.0	8.0	4.0	1.0
9990002208962	F	40	음료	블루밍요거트피치프라페	1.0	0.0	4.0	238.0	6.0	8.0	4.0	1.0
9990002208962	F	40	음료	샤인머스캣청포도에이드	1.0	0.0	4.0	238.0	6.0	8.0	4.0	1.0
9990002208962	F	40	음료	스트로베리라떼	1.0	0.0	4.0	238.0	6.0	8.0	4.0	1.0
9990002208962	F	40	음료	자몽에이드	1.0	0.0	4.0	238.0	6.0	8.0	4.0	1.0
9990002208962	F	40	음료	제주말차프라페	2.0	0.0	4.0	238.0	6.0	8.0	4.0	1.0
9990002208962	F	40	티 베리에이션	레몬블루밍티	1.0	0.0	4.0	238.0	6.0	8.0	4.0	1.0
9990002208962	F	40	티 베리에이션	카모마일	2.0	0.0	4.0	238.0	6.0	8.0	4.0	1.0
9990002208962	F	40	티 베리에이션	프렌치얼그레이	1.0	0.0	4.0	238.0	6.0	8.0	4.0	1.0
1000001593803	F	60	에스프레소 베리에이션	바닐라카페라떼	1.0	0.0	0.0	63.0	20.0	2.0	0.0	0.0
1000001593803	F	60	에스프레소 베리에이션	아메리카노	8.0	0.0	0.0	63.0	20.0	2.0	0.0	0.0
1000001593803	F	60	에스프레소 베리에이션	카페라떼	62.0	0.0	0.0	63.0	20.0	2.0	0.0	0.0
1000001593803	F	60	에스프레소 베리에이션	흑임자카페라떼	1.0	0.0	0.0	63.0	20.0	2.0	0.0	0.0
1000001593803	F	60	음료	고구마라떼	1.0	0.0	0.0	63.0	20.0	2.0	0.0	0.0
1000001593803	F	60	티 베리에이션	오렌지자몽티	1.0	0.0	0.0	63.0	20.0	2.0	0.0	0.0
1000001593803	F	60	티 베리에이션	유자레몬티	9.0	0.0	0.0	63.0	20.0	2.0	0.0	0.0
1000001593803	F	60	티 베리에이션	제주유기농녹차	1.0	0.0	0.0	63.0	20.0	2.0	0.0	0.0
1000001593803	F	60	티 베리에이션	카모마일	1.0	0.0	0.0	63.0	20.0	2.0	0.0	0.0
1000000633356	F	40	에스프레소 베리에이션	아메리카노	112.0	0.0	62.0	87.0	31.0	0.0	1.0	0.0
1000000633356	F	40	에스프레소 베리에이션	카페라떼	17.0	0.0	62.0	87.0	31.0	0.0	1.0	0.0
1000000633356	F	40	에스프레소 베리에이션	카페모카	1.0	0.0	62.0	87.0	31.0	0.0	1.0	0.0
1000000633356	F	40	에스프레소 베리에이션	콜드브루	3.0	0.0	62.0	87.0	31.0	0.0	1.0	0.0
1000000633356	F	40	음료	레몬셔벗에이드	7.0	0.0	62.0	87.0	31.0	0.0	1.0	0.0
1000000633356	F	40	음료	민트초코프라페	1.0	0.0	62.0	87.0	31.0	0.0	1.0	0.0
1000000633356	F	40	음료	블루베리요거트드링크	1.0	0.0	62.0	87.0	31.0	0.0	1.0	0.0
1000000633356	F	40	음료	스트로베리라떼	3.0	0.0	62.0	87.0	31.0	0.0	1.0	0.0
1000000633356	F	40	음료	스트로베리피치프라페	1.0	0.0	62.0	87.0	31.0	0.0	1.0	0.0
1000000633356	F	40	음료	자몽에이드	16.0	0.0	62.0	87.0	31.0	0.0	1.0	0.0
1000000633356	F	40	티 베리에이션	그린티라떼	3.0	0.0	62.0	87.0	31.0	0.0	1.0	0.0
1000000633356	F	40	티 베리에이션	로얄밀크티	11.0	0.0	62.0	87.0	31.0	0.0	1.0	0.0
1000000633356	F	40	티 베리에이션	애플민트티	1.0	0.0	62.0	87.0	31.0	0.0	1.0	0.0
1000000633356	F	40	티 베리에이션	오렌지자몽티	1.0	0.0	62.0	87.0	31.0	0.0	1.0	0.0
1000000633356	F	40	티 베리에이션	프렌치얼그레이	3.0	0.0	62.0	87.0	31.0	0.0	1.0	0.0
9990002270243	M	50	에스프레소 베리에이션	데일리오트코코넛라떼	3.0	2.0	33.0	39.0	11.0	14.0	18.0	0.0
9990002270243	M	50	에스프레소 베리에이션	바닐라카페라떼	26.0	2.0	33.0	39.0	11.0	14.0	18.0	0.0
9990002270243	M	50	에스프레소 베리에이션	숏카페라떼	5.0	2.0	33.0	39.0	11.0	14.0	18.0	0.0
9990002270243	M	50	에스프레소 베리에이션	스페니쉬연유카페라떼	8.0	2.0	33.0	39.0	11.0	14.0	18.0	0.0
9990002270243	M	50	에스프레소 베리에이션	아메리카노	15.0	2.0	33.0	39.0	11.0	14.0	18.0	0.0
9990002270243	M	50	에스프레소 베리에이션	아이스크림카페라떼	4.0	2.0	33.0	39.0	11.0	14.0	18.0	0.0
9990002270243	M	50	에스프레소 베리에이션	오트화이트카페라떼	1.0	2.0	33.0	39.0	11.0	14.0	18.0	0.0
9990002270243	M	50	에스프레소 베리에이션	카페라떼	24.0	2.0	33.0	39.0	11.0	14.0	18.0	0.0
9990002270243	M	50	에스프레소 베리에이션	카페모카	2.0	2.0	33.0	39.0	11.0	14.0	18.0	0.0
9990002270243	M	50	에스프레소 베리에이션	카푸치노	1.0	2.0	33.0	39.0	11.0	14.0	18.0	0.0
